80284333,0.104911,896
111791691,0.309567,1641
21523160,0.161290,186
165213672,0.142281,1736
899494317,0.091216,296
4266972,0.109015,477
501354749,0.032614,1993
555291290,0.202247,534
16896916,0.050602,830
784849499,0.047985,521
468650726,0.116667,60
852036101,0.036657,682
36501442,0.071672,293
324290874,0.074194,1240
1148433483,0.049035,1917
486086090,0.099379,644
557454029,0.103565,589
2339909665,0.162281,228
147243085,0.051570,446
124644700,0.338710,124
28506527,0.231362,389
830802560,0.222222,99
818797218,0.066667,510
856847833,0.047476,1664
790854841,0.147059,408
354136948,0.220280,286
161910256,0.195531,716
301106902,0.085383,1464
947450101,0.101449,207
240380000,0.083062,614
460984360,0.073248,314
39474017,0.069149,564
963740145,0.239583,96
201090155,0.175872,688
268734678,0.104803,229
1140162875,0.160356,898
338854740,0.110607,1103
1440181728,0.029645,1889
204469743,0.164983,594
629159595,0.240000,75
2511246170,0.228070,171
233192145,0.180982,652
979132790,0.200000,350
44571805,0.056130,677
715267276,0.067259,788
203893076,0.108747,423
38965210,0.246305,406
126412289,0.065089,845
350180530,0.012236,899
762625498,0.179856,695
265864971,0.046041,543
290227237,0.100365,548
2558887347,0.112554,231
502036854,0.068108,925
802811902,0.030438,1347
528949336,0.146199,171
177714206,0.100218,459
419980332,0.044118,612
1500779793,0.056604,424
1049059779,0.054201,369
550465,0.146320,1114
297841601,0.085106,658
1315797256,0.084249,273
195205510,0.041775,766
720488921,0.068268,791
127044184,0.158790,529
1079268952,0.083916,286
162063483,0.065045,1891
1995235635,0.083333,276
540605953,0.093023,129
352807453,0.100000,380
358038186,0.106640,497
1106120023,0.122850,407
1137144061,0.159664,476
210138988,0.117438,281
718147815,0.078390,472
158968784,0.095087,631
1873992290,0.078652,445
965666549,0.055799,914
633444237,0.216216,296
316701630,0.223214,224
1396978732,0.226891,119
363213861,0.075342,584
880279236,0.246753,77
740043996,0.157182,369
257595748,0.111801,644
2327997230,0.053846,260
352444205,0.047162,1145
943143000,0.034884,860
407821701,0.126582,237
438666411,0.094406,286
330033903,0.095960,396
2358771001,0.140625,256
54307820,0.054054,222
1290902425,0.055319,470
460199418,0.448819,127
2774179596,0.011976,167
284614442,0.157377,305
372996875,0.198718,156
3149271306,0.142857,161
1050960276,0.101796,167
704638424,0.058252,103
44463382,0.117647,187
3062531987,0.285714,21
2768758595,0.666667,9
346189273,1.000000,10
